ID_Contrato,Produto,Valor_Nocional,Taxa_Contratada_AA,Prazo_Remanescente_Meses,Indexador,Rating_2682,Dias_Atraso,PD,LGD,EAD
1289,Cartao_Credito,11926.04,0.1655,6,POS-CDI,A,0,0.005,0.85,13967.84
1290,Parcelado_Loja,23114.5,0.289,38,POS-CDI,A,5,0.005,0.65,23114.5
1291,Cartao_Credito,9921.08,0.2809,2,POS-CDI,F,15,0.5,0.85,11639.95
1292,Emprestimo_Pessoal,3090.77,0.1807,22,PRE,B,0,0.01,0.75,3090.77
1293,Parcelado_Loja,19234.58,0.2513,20,PRE,C,0,0.03,0.65,19234.58
1294,Emprestimo_Pessoal,18465.74,0.2232,25,POS-CDI,A,15,0.005,0.75,18465.74
1295,Emprestimo_Pessoal,49776.28,0.1808,15,POS-CDI,AA,0,0.001,0.75,49776.28
1296,Cartao_Credito,22594.44,0.2979,29,PRE,A,0,0.005,0.85,25482.76
1297,Cartao_Credito,17011.69,0.1245,8,PRE,A,0,0.005,0.85,19816.33
1298,Cartao_Credito,29233.51,0.1655,37,PRE,A,0,0.005,0.85,35001.82
1299,Cartao_Credito,4893.99,0.2136,33,PRE,A,0,0.005,0.85,5464.09
1300,Cartao_Credito,48102.45,0.214,22,PRE,AA,0,0.001,0.85,59187.24
1301,Parcelado_Loja,31930.52,0.226,47,POS-CDI,AA,15,0.001,0.65,31930.52
1302,Emprestimo_Pessoal,37864.47,0.2553,5,PRE,AA,0,0.001,0.75,37864.47
1303,Emprestimo_Pessoal,8938.66,0.2322,39,PRE,A,5,0.005,0.75,8938.66
1304,Emprestimo_Pessoal,20769.15,0.2281,18,PRE,A,5,0.005,0.75,20769.15
1305,Emprestimo_Pessoal,21423.11,0.1296,38,PRE,A,0,0.005,0.75,21423.11
1306,Cartao_Credito,41179.42,0.1878,37,PRE,AA,0,0.001,0.85,50889.02
1307,Emprestimo_Pessoal,561.22,0.1618,30,PRE,AA,0,0.001,0.75,561.22
1308,Parcelado_Loja,15392.23,0.1678,31,PRE,B,0,0.01,0.65,15392.23
1309,Parcelado_Loja,49071.2,0.2198,10,POS-CDI,B,0,0.01,0.65,49071.2
1310,Emprestimo_Pessoal,24006.88,0.1559,15,PRE,A,0,0.005,0.75,24006.88
1311,Emprestimo_Pessoal,19435.05,0.1729,42,PRE,A,0,0.005,0.75,19435.05
1312,Parcelado_Loja,6431.54,0.1627,44,PRE,AA,0,0.001,0.65,6431.54
1313,Parcelado_Loja,48721.15,0.2907,18,POS-CDI,B,15,0.01,0.65,48721.15
1314,Cartao_Credito,1491.3,0.29,23,PRE,C,0,0.03,0.85,1810.16
1315,Parcelado_Loja,36990.42,0.2298,33,POS-CDI,A,0,0.005,0.65,36990.42
1316,Cartao_Credito,38545.69,0.2864,16,PRE,A,0,0.005,0.85,45284.18
1317,Cartao_Credito,12561.01,0.2614,38,POS-CDI,A,5,0.005,0.85,15331.87
1318,Cartao_Credito,33742.14,0.2262,35,POS-CDI,A,0,0.005,0.85,41328.28
1319,Cartao_Credito,5099.99,0.1212,34,PRE,A,0,0.005,0.85,5616.28
1320,Cartao_Credito,13223.84,0.2591,28,PRE,A,0,0.005,0.85,14711.78
1321,Emprestimo_Pessoal,39501.15,0.2464,2,PRE,A,0,0.005,0.75,39501.15
1322,Parcelado_Loja,43301.97,0.2307,30,POS-CDI,AA,5,0.001,0.65,43301.97
1323,Cartao_Credito,30620.08,0.2569,13,PRE,F,0,0.5,0.85,35204.98
1324,Parcelado_Loja,25588.5,0.2123,41,PRE,B,0,0.01,0.65,25588.5
1325,Parcelado_Loja,8385.55,0.2467,16,POS-CDI,AA,0,0.001,0.65,8385.55
1326,Cartao_Credito,3623.9,0.2883,5,POS-CDI,A,5,0.005,0.85,4036.49
1327,Emprestimo_Pessoal,6323.63,0.1876,28,PRE,AA,0,0.001,0.75,6323.63
1328,Cartao_Credito,11754.19,0.2475,39,PRE,AA,15,0.001,0.85,12949.81
1329,Emprestimo_Pessoal,17412.89,0.2056,45,PRE,AA,0,0.001,0.75,17412.89
1330,Parcelado_Loja,19355.02,0.2414,20,PRE,A,0,0.005,0.65,19355.02
1331,Emprestimo_Pessoal,17642.93,0.2573,24,PRE,D,0,0.1,0.75,17642.93
1332,Emprestimo_Pessoal,12333.24,0.1282,27,PRE,A,0,0.005,0.75,12333.24
1333,Emprestimo_Pessoal,25731.35,0.2364,30,PRE,A,0,0.005,0.75,25731.35
1334,Parcelado_Loja,41351.66,0.1608,45,POS-CDI,A,5,0.005,0.65,41351.66
1335,Parcelado_Loja,14345.33,0.2406,27,PRE,AA,0,0.001,0.65,14345.33
1336,Emprestimo_Pessoal,47148.16,0.2043,26,PRE,AA,200,0.001,0.75,47148.16
1337,Emprestimo_Pessoal,43730.16,0.2592,7,PRE,B,0,0.01,0.75,43730.16
1338,Cartao_Credito,8507.33,0.1422,42,PRE,E,0,0.3,0.85,10327.84
1339,Emprestimo_Pessoal,39420.66,0.2327,47,PRE,A,5,0.005,0.75,39420.66
1340,Cartao_Credito,28942.08,0.1701,38,PRE,A,0,0.005,0.85,32092.64
1341,Emprestimo_Pessoal,28545.48,0.2735,5,POS-CDI,E,0,0.3,0.75,28545.48
1342,Cartao_Credito,19856.62,0.2871,23,PRE,AA,5,0.001,0.85,24333.38
1343,Parcelado_Loja,25307.07,0.2994,28,PRE,B,0,0.01,0.65,25307.07
1344,Emprestimo_Pessoal,20160.35,0.2633,34,POS-CDI,A,0,0.005,0.75,20160.35
1345,Emprestimo_Pessoal,27216.76,0.2557,15,PRE,A,5,0.005,0.75,27216.76
1346,Emprestimo_Pessoal,31583.53,0.1588,32,POS-CDI,AA,0,0.001,0.75,31583.53
1347,Emprestimo_Pessoal,33878.04,0.1805,26,PRE,A,5,0.005,0.75,33878.04
1348,Cartao_Credito,26857.82,0.2038,31,POS-CDI,B,0,0.01,0.85,32161.16
1349,Emprestimo_Pessoal,36210.39,0.2592,19,PRE,AA,0,0.001,0.75,36210.39
1350,Parcelado_Loja,7493.26,0.2847,9,POS-CDI,A,0,0.005,0.65,7493.26
1351,Parcelado_Loja,10993.13,0.154,29,POS-CDI,AA,0,0.001,0.65,10993.13
1352,Emprestimo_Pessoal,41027.38,0.286,39,PRE,D,0,0.1,0.75,41027.38
1353,Parcelado_Loja,16465.13,0.2452,4,PRE,A,5,0.005,0.65,16465.13
1354,Emprestimo_Pessoal,1633.24,0.2299,3,POS-CDI,C,0,0.03,0.75,1633.24
1355,Emprestimo_Pessoal,8112.66,0.156,29,PRE,AA,0,0.001,0.75,8112.66
1356,Parcelado_Loja,11568.91,0.13,11,PRE,AA,0,0.001,0.65,11568.91
1357,Emprestimo_Pessoal,47887.48,0.2223,33,PRE,AA,0,0.001,0.75,47887.48
1358,Parcelado_Loja,28865.55,0.2373,38,POS-CDI,AA,0,0.001,0.65,28865.55
1359,Cartao_Credito,46670.17,0.1579,11,PRE,AA,0,0.001,0.85,57237.76
1360,Emprestimo_Pessoal,28970.59,0.2202,27,PRE,A,0,0.005,0.75,28970.59
1361,Cartao_Credito,24228.04,0.2742,33,PRE,AA,0,0.001,0.85,30096.48
1362,Parcelado_Loja,16029.52,0.2703,21,POS-CDI,A,0,0.005,0.65,16029.52
1363,Cartao_Credito,30515.36,0.2869,39,POS-CDI,AA,0,0.001,0.85,35911.82
1364,Cartao_Credito,7390.3,0.1859,31,POS-CDI,A,0,0.005,0.85,8918.1
1365,Parcelado_Loja,44963.95,0.1772,38,PRE,B,0,0.01,0.65,44963.95
1366,Cartao_Credito,41551.95,0.2549,46,POS-CDI,A,0,0.005,0.85,51834.68
1367,Cartao_Credito,16217.81,0.1976,2,PRE,G,45,0.7,0.85,20203.41
1368,Parcelado_Loja,47663.48,0.1358,27,PRE,AA,5,0.001,0.65,47663.48
1369,Cartao_Credito,41347.44,0.1709,36,PRE,A,0,0.005,0.85,49301.0
1370,Parcelado_Loja,33482.19,0.1953,11,PRE,A,0,0.005,0.65,33482.19
1371,Cartao_Credito,6527.21,0.1727,47,POS-CDI,A,15,0.005,0.85,8126.86
1372,Parcelado_Loja,24172.58,0.1798,18,PRE,A,0,0.005,0.65,24172.58
1373,Parcelado_Loja,25552.32,0.1729,1,PRE,A,0,0.005,0.65,25552.32
1374,Cartao_Credito,12011.29,0.1275,35,POS-CDI,A,0,0.005,0.85,14474.03
1375,Cartao_Credito,4458.29,0.2347,35,POS-CDI,A,0,0.005,0.85,5101.21
1376,Cartao_Credito,38947.82,0.2275,31,PRE,H,0,1.0,0.85,44895.85
1377,Emprestimo_Pessoal,6540.74,0.2376,28,PRE,E,0,0.3,0.75,6540.74
1378,Emprestimo_Pessoal,29917.39,0.1546,39,POS-CDI,AA,0,0.001,0.75,29917.39
1379,Emprestimo_Pessoal,46854.23,0.1732,1,PRE,AA,0,0.001,0.75,46854.23
1380,Parcelado_Loja,43867.21,0.2315,25,PRE,C,5,0.03,0.65,43867.21
1381,Cartao_Credito,14248.75,0.2279,43,PRE,H,0,1.0,0.85,17772.96
1382,Parcelado_Loja,42646.71,0.2111,38,PRE,AA,0,0.001,0.65,42646.71
1383,Emprestimo_Pessoal,516.46,0.1831,20,POS-CDI,AA,0,0.001,0.75,516.46
1384,Cartao_Credito,1375.55,0.2843,3,PRE,F,0,0.5,0.85,1710.31
1385,Parcelado_Loja,30326.38,0.1812,2,PRE,B,0,0.01,0.65,30326.38
1386,Cartao_Credito,18557.51,0.202,18,PRE,AA,0,0.001,0.85,22526.47
1387,Parcelado_Loja,19629.81,0.2421,44,PRE,A,0,0.005,0.65,19629.81
1388,Cartao_Credito,28439.83,0.2177,10,PRE,F,0,0.5,0.85,33658.15
1389,Emprestimo_Pessoal,9993.23,0.1824,5,PRE,C,0,0.03,0.75,9993.23
1390,Emprestimo_Pessoal,10981.89,0.1984,9,PRE,B,0,0.01,0.75,10981.89
1391,Cartao_Credito,24487.78,0.263,2,PRE,B,0,0.01,0.85,29051.29
1392,Parcelado_Loja,37835.55,0.1701,34,PRE,AA,0,0.001,0.65,37835.55
1393,Emprestimo_Pessoal,31165.14,0.1456,38,PRE,C,0,0.03,0.75,31165.14
1394,Emprestimo_Pessoal,15219.07,0.1764,31,PRE,AA,0,0.001,0.75,15219.07
1395,Emprestimo_Pessoal,21801.69,0.2729,10,PRE,E,0,0.3,0.75,21801.69
1396,Cartao_Credito,8947.91,0.136,12,POS-CDI,AA,0,0.001,0.85,10397.76
1397,Cartao_Credito,4194.18,0.2985,36,PRE,D,0,0.1,0.85,4786.67
1398,Parcelado_Loja,39243.45,0.2174,21,PRE,AA,0,0.001,0.65,39243.45
1399,Parcelado_Loja,13636.68,0.2973,47,PRE,A,45,0.005,0.65,13636.68
1400,Parcelado_Loja,9299.44,0.289,6,POS-CDI,AA,45,0.001,0.65,9299.44
1401,Cartao_Credito,34735.09,0.2015,3,PRE,A,0,0.005,0.85,43365.27
1402,Cartao_Credito,31093.56,0.1557,10,POS-CDI,C,0,0.03,0.85,37804.57
1403,Parcelado_Loja,31842.89,0.1497,5,PRE,B,0,0.01,0.65,31842.89
1404,Parcelado_Loja,11830.28,0.1632,46,POS-CDI,A,0,0.005,0.65,11830.28
1405,Cartao_Credito,12015.95,0.2478,26,POS-CDI,AA,0,0.001,0.85,14916.61
1406,Parcelado_Loja,11429.73,0.1691,21,PRE,E,0,0.3,0.65,11429.73
1407,Emprestimo_Pessoal,9100.75,0.1815,45,PRE,B,0,0.01,0.75,9100.75
1408,Cartao_Credito,32958.32,0.2008,26,PRE,B,0,0.01,0.85,40925.75
1409,Parcelado_Loja,42476.79,0.2844,38,PRE,B,0,0.01,0.65,42476.79
1410,Cartao_Credito,36353.71,0.1541,44,PRE,B,0,0.01,0.85,42044.93
1411,Emprestimo_Pessoal,39708.63,0.1209,26,PRE,A,0,0.005,0.75,39708.63
1412,Cartao_Credito,20537.52,0.1308,8,PRE,B,0,0.01,0.85,23149.77
1413,Cartao_Credito,32876.75,0.2829,5,PRE,A,0,0.005,0.85,37087.98
1414,Cartao_Credito,18034.69,0.2366,15,PRE,D,0,0.1,0.85,22213.32
1415,Cartao_Credito,26512.48,0.1691,16,PRE,C,0,0.03,0.85,32034.95
1416,Emprestimo_Pessoal,24340.92,0.1519,1,PRE,AA,0,0.001,0.75,24340.92
1417,Cartao_Credito,9255.91,0.173,16,POS-CDI,AA,0,0.001,0.85,11435.4
1418,Cartao_Credito,19660.4,0.1407,37,PRE,AA,0,0.001,0.85,23755.59
1419,Parcelado_Loja,48209.2,0.2895,3,POS-CDI,AA,0,0.001,0.65,48209.2
1420,Cartao_Credito,12804.72,0.2612,47,PRE,A,0,0.005,0.85,15749.34
1421,Parcelado_Loja,7123.28,0.2032,31,PRE,D,0,0.1,0.65,7123.28
1422,Emprestimo_Pessoal,21219.74,0.2757,13,PRE,AA,0,0.001,0.75,21219.74
1423,Emprestimo_Pessoal,39621.72,0.1649,16,PRE,A,45,0.005,0.75,39621.72
1424,Emprestimo_Pessoal,29316.34,0.2491,43,POS-CDI,E,0,0.3,0.75,29316.34
1425,Emprestimo_Pessoal,34208.25,0.2741,21,PRE,C,0,0.03,0.75,34208.25
1426,Parcelado_Loja,9889.89,0.1842,2,PRE,A,0,0.005,0.65,9889.89
1427,Cartao_Credito,31137.94,0.2563,27,POS-CDI,B,200,0.01,0.85,38185.12
1428,Emprestimo_Pessoal,16513.27,0.1731,38,PRE,A,0,0.005,0.75,16513.27
1429,Cartao_Credito,41798.02,0.1738,26,POS-CDI,AA,0,0.001,0.85,48043.62
1430,Parcelado_Loja,31650.29,0.1393,38,POS-CDI,AA,0,0.001,0.65,31650.29
1431,Parcelado_Loja,10343.39,0.1992,46,PRE,AA,45,0.001,0.65,10343.39
1432,Parcelado_Loja,3698.53,0.2513,25,PRE,AA,0,0.001,0.65,3698.53
1433,Emprestimo_Pessoal,2610.34,0.2892,11,PRE,E,0,0.3,0.75,2610.34
1434,Cartao_Credito,18884.72,0.2287,8,PRE,B,0,0.01,0.85,22998.05
1435,Cartao_Credito,13659.63,0.2754,8,PRE,A,0,0.005,0.85,15473.89
1436,Cartao_Credito,32481.46,0.268,33,POS-CDI,A,5,0.005,0.85,37210.87
1437,Parcelado_Loja,25217.02,0.1512,7,POS-CDI,AA,0,0.001,0.65,25217.02
1438,Emprestimo_Pessoal,13667.95,0.2074,38,PRE,B,0,0.01,0.75,13667.95
1439,Parcelado_Loja,7887.27,0.141,21,PRE,C,5,0.03,0.65,7887.27
1440,Parcelado_Loja,6796.39,0.2428,8,PRE,AA,45,0.001,0.65,6796.39
1441,Cartao_Credito,43300.69,0.291,21,PRE,AA,0,0.001,0.85,48109.55
1442,Parcelado_Loja,12552.16,0.1447,20,POS-CDI,A,0,0.005,0.65,12552.16
1443,Cartao_Credito,32759.68,0.2521,8,PRE,A,5,0.005,0.85,40749.12
1444,Emprestimo_Pessoal,40628.95,0.2338,46,PRE,A,0,0.005,0.75,40628.95
1445,Cartao_Credito,30897.02,0.225,31,PRE,A,15,0.005,0.85,36895.5
1446,Emprestimo_Pessoal,43048.48,0.1902,29,POS-CDI,A,15,0.005,0.75,43048.48
1447,Cartao_Credito,19923.49,0.1839,9,PRE,AA,0,0.001,0.85,23548.28
1448,Parcelado_Loja,47833.0,0.1281,15,POS-CDI,AA,45,0.001,0.65,47833.0
1449,Parcelado_Loja,7090.68,0.1592,30,PRE,A,0,0.005,0.65,7090.68
1450,Emprestimo_Pessoal,5556.4,0.1227,26,POS-CDI,D,0,0.1,0.75,5556.4
1451,Emprestimo_Pessoal,33105.26,0.2247,10,PRE,F,0,0.5,0.75,33105.26
1452,Emprestimo_Pessoal,47170.14,0.1391,29,PRE,D,5,0.1,0.75,47170.14
1453,Cartao_Credito,40539.73,0.2771,16,POS-CDI,B,0,0.01,0.85,45466.83
1454,Cartao_Credito,4282.63,0.2142,36,PRE,A,0,0.005,0.85,4799.28
1455,Emprestimo_Pessoal,14328.7,0.2459,20,PRE,A,15,0.005,0.75,14328.7
1456,Parcelado_Loja,46550.78,0.194,45,PRE,E,0,0.3,0.65,46550.78
1457,Cartao_Credito,13026.39,0.2209,37,POS-CDI,AA,0,0.001,0.85,15239.92
1458,Cartao_Credito,39167.94,0.2897,22,POS-CDI,A,5,0.005,0.85,43848.44
1459,Cartao_Credito,41344.04,0.1349,7,PRE,A,0,0.005,0.85,50465.78
1460,Emprestimo_Pessoal,25024.88,0.1657,23,PRE,A,15,0.005,0.75,25024.88
1461,Emprestimo_Pessoal,19624.27,0.2604,41,POS-CDI,AA,15,0.001,0.75,19624.27
1462,Emprestimo_Pessoal,22781.16,0.1378,40,PRE,A,0,0.005,0.75,22781.16
1463,Emprestimo_Pessoal,11734.75,0.1336,29,POS-CDI,B,0,0.01,0.75,11734.75
1464,Emprestimo_Pessoal,44524.85,0.1851,16,PRE,A,0,0.005,0.75,44524.85
1465,Parcelado_Loja,22805.67,0.1366,38,POS-CDI,B,0,0.01,0.65,22805.67
1466,Parcelado_Loja,44181.74,0.2253,28,POS-CDI,AA,0,0.001,0.65,44181.74
1467,Emprestimo_Pessoal,5731.83,0.1607,38,POS-CDI,E,0,0.3,0.75,5731.83
1468,Cartao_Credito,49419.63,0.2812,31,PRE,A,0,0.005,0.85,58726.31
1469,Emprestimo_Pessoal,22442.02,0.261,14,PRE,A,0,0.005,0.75,22442.02
1470,Parcelado_Loja,2867.63,0.2459,33,PRE,AA,0,0.001,0.65,2867.63
1471,Parcelado_Loja,2382.08,0.231,9,PRE,AA,0,0.001,0.65,2382.08
1472,Cartao_Credito,37437.26,0.2754,27,PRE,A,0,0.005,0.85,44137.26
1473,Parcelado_Loja,33122.26,0.1602,24,PRE,A,0,0.005,0.65,33122.26
1474,Emprestimo_Pessoal,40205.46,0.2772,13,POS-CDI,A,0,0.005,0.75,40205.46
1475,Cartao_Credito,5715.69,0.2621,26,PRE,AA,0,0.001,0.85,6374.14
1476,Emprestimo_Pessoal,2260.76,0.2547,29,PRE,C,0,0.03,0.75,2260.76
1477,Emprestimo_Pessoal,25674.67,0.221,43,PRE,B,5,0.01,0.75,25674.67
1478,Cartao_Credito,19685.96,0.1643,28,PRE,AA,0,0.001,0.85,24494.08
1479,Emprestimo_Pessoal,23366.37,0.1962,28,PRE,A,0,0.005,0.75,23366.37
1480,Parcelado_Loja,49583.63,0.2628,8,PRE,C,0,0.03,0.65,49583.63
1481,Emprestimo_Pessoal,48552.12,0.1257,23,POS-CDI,A,0,0.005,0.75,48552.12
1482,Cartao_Credito,47144.61,0.2608,29,PRE,AA,0,0.001,0.85,53455.79
1483,Cartao_Credito,39300.21,0.1632,5,PRE,A,0,0.005,0.85,46407.78
1484,Cartao_Credito,18064.65,0.146,42,PRE,AA,0,0.001,0.85,20685.82
1485,Emprestimo_Pessoal,20900.48,0.1408,7,POS-CDI,AA,0,0.001,0.75,20900.48
1486,Cartao_Credito,27705.99,0.1249,42,PRE,AA,45,0.001,0.85,33520.04
1487,Cartao_Credito,41611.46,0.2142,36,POS-CDI,A,0,0.005,0.85,48913.45
1488,Emprestimo_Pessoal,3901.29,0.1593,41,PRE,AA,0,0.001,0.75,3901.29
1489,Parcelado_Loja,21502.7,0.2981,27,POS-CDI,E,15,0.3,0.65,21502.7
1490,Emprestimo_Pessoal,4589.57,0.2234,46,PRE,AA,0,0.001,0.75,4589.57
1491,Cartao_Credito,25975.55,0.1448,2,PRE,AA,0,0.001,0.85,30718.88
1492,Cartao_Credito,44995.59,0.244,25,PRE,A,0,0.005,0.85,50915.45
1493,Emprestimo_Pessoal,39233.0,0.2816,9,PRE,AA,0,0.001,0.75,39233.0
1494,Parcelado_Loja,11778.2,0.2541,27,PRE,A,0,0.005,0.65,11778.2
1495,Cartao_Credito,48811.55,0.1338,1,POS-CDI,AA,0,0.001,0.85,55302.07
1496,Cartao_Credito,33533.84,0.2813,23,PRE,AA,0,0.001,0.85,41854.26
1497,Cartao_Credito,1016.17,0.2629,10,POS-CDI,AA,0,0.001,0.85,1268.3
1498,Emprestimo_Pessoal,13142.97,0.1485,42,POS-CDI,A,0,0.005,0.75,13142.97
1499,Cartao_Credito,13405.31,0.1293,25,PRE,AA,0,0.001,0.85,14973.95
1500,Parcelado_Loja,3928.09,0.2203,3,POS-CDI,B,0,0.01,0.65,3928.09
1501,Cartao_Credito,48011.41,0.1481,6,PRE,A,0,0.005,0.85,57759.52
1502,Cartao_Credito,24173.64,0.2702,6,PRE,A,0,0.005,0.85,27488.37
1503,Parcelado_Loja,44842.82,0.1845,2,POS-CDI,A,0,0.005,0.65,44842.82
1504,Cartao_Credito,16449.67,0.2843,18,PRE,A,0,0.005,0.85,20267.91
1505,Emprestimo_Pessoal,6699.06,0.2218,23,PRE,E,0,0.3,0.75,6699.06
1506,Emprestimo_Pessoal,23979.64,0.1529,2,PRE,AA,0,0.001,0.75,23979.64
1507,Emprestimo_Pessoal,6140.85,0.1451,12,PRE,AA,0,0.001,0.75,6140.85
1508,Parcelado_Loja,24557.77,0.2238,22,POS-CDI,AA,0,0.001,0.65,24557.77
1509,Cartao_Credito,46054.71,0.2571,37,PRE,AA,0,0.001,0.85,54161.91
1510,Emprestimo_Pessoal,26278.02,0.2607,20,PRE,AA,0,0.001,0.75,26278.02
1511,Parcelado_Loja,31016.74,0.1696,39,PRE,A,0,0.005,0.65,31016.74
1512,Cartao_Credito,8253.6,0.1568,24,PRE,A,0,0.005,0.85,9430.58
1513,Parcelado_Loja,2664.91,0.123,20,PRE,H,0,1.0,0.65,2664.91
1514,Emprestimo_Pessoal,5984.99,0.2423,1,PRE,AA,0,0.001,0.75,5984.99
1515,Emprestimo_Pessoal,30127.31,0.1338,1,PRE,AA,15,0.001,0.75,30127.31
1516,Emprestimo_Pessoal,5203.08,0.1957,17,PRE,G,0,0.7,0.75,5203.08
1517,Parcelado_Loja,19111.65,0.2283,1,POS-CDI,C,0,0.03,0.65,19111.65
1518,Parcelado_Loja,27729.55,0.2887,45,PRE,A,5,0.005,0.65,27729.55
1519,Emprestimo_Pessoal,19738.31,0.1761,30,POS-CDI,A,0,0.005,0.75,19738.31
1520,Parcelado_Loja,8602.35,0.165,41,POS-CDI,C,0,0.03,0.65,8602.35
1521,Emprestimo_Pessoal,14052.67,0.2377,47,POS-CDI,A,0,0.005,0.75,14052.67
1522,Emprestimo_Pessoal,46451.72,0.2315,3,POS-CDI,AA,0,0.001,0.75,46451.72
1523,Cartao_Credito,33961.12,0.1798,46,PRE,C,0,0.03,0.85,39600.17
1524,Parcelado_Loja,25054.37,0.2871,11,PRE,A,0,0.005,0.65,25054.37
1525,Emprestimo_Pessoal,1129.39,0.2721,24,PRE,AA,0,0.001,0.75,1129.39
1526,Emprestimo_Pessoal,49624.56,0.1603,22,PRE,A,0,0.005,0.75,49624.56
1527,Parcelado_Loja,33737.02,0.163,44,POS-CDI,A,0,0.005,0.65,33737.02
1528,Cartao_Credito,16187.66,0.2122,45,PRE,D,0,0.1,0.85,19478.21
1529,Cartao_Credito,44023.8,0.2592,26,POS-CDI,AA,5,0.001,0.85,50148.6
1530,Emprestimo_Pessoal,13292.37,0.1279,13,PRE,D,0,0.1,0.75,13292.37
1531,Parcelado_Loja,27428.82,0.2448,1,POS-CDI,A,100,0.005,0.65,27428.82
1532,Cartao_Credito,31985.5,0.2367,24,PRE,A,0,0.005,0.85,37060.45
1533,Parcelado_Loja,11442.64,0.1617,10,PRE,AA,0,0.001,0.65,11442.64
1534,Parcelado_Loja,48930.67,0.2426,35,PRE,B,0,0.01,0.65,48930.67
1535,Emprestimo_Pessoal,37535.5,0.2892,24,POS-CDI,E,0,0.3,0.75,37535.5
1536,Cartao_Credito,28111.75,0.1284,28,PRE,AA,15,0.001,0.85,33739.81
1537,Emprestimo_Pessoal,9439.43,0.1775,36,POS-CDI,AA,200,0.001,0.75,9439.43
1538,Cartao_Credito,3165.98,0.1989,16,POS-CDI,A,0,0.005,0.85,3821.63
1539,Cartao_Credito,16342.96,0.2819,40,POS-CDI,B,0,0.01,0.85,19314.26
1540,Cartao_Credito,37782.77,0.2932,16,PRE,AA,0,0.001,0.85,45711.26
1541,Cartao_Credito,13831.9,0.1999,17,POS-CDI,A,5,0.005,0.85,16928.46
1542,Cartao_Credito,27208.03,0.255,15,POS-CDI,A,0,0.005,0.85,32442.42
1543,Parcelado_Loja,36533.39,0.2157,16,PRE,AA,0,0.001,0.65,36533.39
1544,Emprestimo_Pessoal,5843.21,0.2168,15,PRE,A,0,0.005,0.75,5843.21
1545,Parcelado_Loja,34422.25,0.1701,34,PRE,AA,0,0.001,0.65,34422.25
1546,Cartao_Credito,5047.61,0.1591,11,PRE,B,15,0.01,0.85,5747.25
1547,Emprestimo_Pessoal,48273.92,0.1718,1,PRE,A,0,0.005,0.75,48273.92
1548,Cartao_Credito,24675.51,0.2201,15,POS-CDI,A,0,0.005,0.85,28666.41
1549,Emprestimo_Pessoal,7958.47,0.1252,26,PRE,AA,0,0.001,0.75,7958.47
1550,Parcelado_Loja,17447.99,0.2833,4,PRE,AA,0,0.001,0.65,17447.99
1551,Emprestimo_Pessoal,20964.11,0.1481,43,POS-CDI,C,0,0.03,0.75,20964.11
1552,Emprestimo_Pessoal,38030.16,0.1596,5,PRE,A,0,0.005,0.75,38030.16
1553,Emprestimo_Pessoal,37299.48,0.2133,35,POS-CDI,A,0,0.005,0.75,37299.48
1554,Emprestimo_Pessoal,30791.06,0.2478,13,PRE,A,5,0.005,0.75,30791.06
1555,Emprestimo_Pessoal,5743.57,0.1372,10,PRE,A,0,0.005,0.75,5743.57
1556,Cartao_Credito,8002.68,0.1772,11,PRE,AA,0,0.001,0.85,9888.51
1557,Emprestimo_Pessoal,5140.97,0.2944,18,PRE,AA,0,0.001,0.75,5140.97
1558,Emprestimo_Pessoal,29070.05,0.1672,34,PRE,AA,0,0.001,0.75,29070.05
1559,Parcelado_Loja,43918.35,0.1763,39,POS-CDI,B,0,0.01,0.65,43918.35
1560,Emprestimo_Pessoal,21973.13,0.2706,41,PRE,AA,5,0.001,0.75,21973.13
1561,Parcelado_Loja,8461.98,0.129,42,POS-CDI,AA,0,0.001,0.65,8461.98
1562,Cartao_Credito,28123.1,0.2036,23,PRE,B,0,0.01,0.85,33626.49
1563,Emprestimo_Pessoal,40681.73,0.1883,7,PRE,AA,0,0.001,0.75,40681.73
1564,Parcelado_Loja,37214.75,0.177,39,PRE,A,0,0.005,0.65,37214.75
1565,Parcelado_Loja,44131.81,0.1714,3,PRE,AA,0,0.001,0.65,44131.81
1566,Cartao_Credito,14256.15,0.1364,12,POS-CDI,AA,0,0.001,0.85,16889.23
1567,Emprestimo_Pessoal,10100.72,0.1767,7,POS-CDI,A,0,0.005,0.75,10100.72
1568,Emprestimo_Pessoal,44050.92,0.1277,26,POS-CDI,AA,0,0.001,0.75,44050.92
1569,Parcelado_Loja,33049.24,0.2606,33,PRE,C,0,0.03,0.65,33049.24
1570,Emprestimo_Pessoal,15890.98,0.1917,37,PRE,A,0,0.005,0.75,15890.98
1571,Parcelado_Loja,37246.23,0.1999,15,PRE,AA,0,0.001,0.65,37246.23
1572,Emprestimo_Pessoal,40848.36,0.2808,2,POS-CDI,AA,0,0.001,0.75,40848.36
1573,Parcelado_Loja,30941.42,0.2384,41,PRE,A,0,0.005,0.65,30941.42
1574,Emprestimo_Pessoal,34550.26,0.1215,7,PRE,AA,45,0.001,0.75,34550.26
1575,Cartao_Credito,19075.37,0.2898,32,PRE,AA,0,0.001,0.85,21834.43
1576,Emprestimo_Pessoal,27165.44,0.1627,4,PRE,A,0,0.005,0.75,27165.44
1577,Emprestimo_Pessoal,26445.88,0.1394,20,PRE,C,0,0.03,0.75,26445.88
1578,Cartao_Credito,42478.37,0.2583,36,PRE,A,45,0.005,0.85,50823.11
